,customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary
4407,15796612,527,France,Female,31,1,112203.25,1,1,0,182266.01
6938,15698324,725,France,Female,33,4,0.0,1,1,1,67879.8
9483,15675983,692,France,Female,36,3,79551.12,1,0,1,178267.07
6663,15766185,850,Germany,Male,31,4,146587.3,1,1,1,89874.82
2717,15648702,775,Germany,Male,70,6,119684.88,2,1,1,74532.02
9098,15713559,473,Germany,Female,32,5,146602.25,2,1,1,72946.95
2089,15608886,679,France,Female,33,1,0.0,2,0,0,69608.48
1257,15647402,628,France,Female,38,3,0.0,2,1,1,48924.73
4567,15768530,554,Spain,Female,27,4,0.0,2,1,1,135083.73
9114,15605737,541,France,Male,36,5,0.0,2,1,0,124795.84
9295,15740868,658,Germany,Female,45,9,134562.8,1,1,1,159268.67
3736,15607748,498,Germany,Male,37,8,108432.88,2,1,1,14865.05
2394,15716284,543,France,Male,43,9,0.0,2,1,1,78858.07
5602,15760521,796,France,Female,50,1,94164.0,1,1,1,189414.74
643,15640078,660,Germany,Female,39,5,135134.99,1,1,0,173683.0
9646,15603111,850,Spain,Male,71,10,69608.14,1,1,0,97893.4
5949,15714575,742,Germany,Female,44,8,107926.02,1,0,1,17375.27
3061,15757837,584,Germany,Male,33,3,88311.48,2,1,1,177651.38
3413,15627412,605,France,Male,39,3,0.0,2,1,0,199390.45
7455,15748499,550,Germany,Male,33,4,118400.91,1,0,1,13999.64
4073,15634143,581,Spain,Male,30,0,53291.86,1,0,0,196582.28
5790,15646351,486,Spain,Male,27,7,0.0,2,1,0,28823.04
6877,15695148,614,Spain,Female,37,9,0.0,2,1,1,62023.1
4637,15639590,758,France,Female,30,3,141581.08,1,1,0,156249.06
2138,15688619,718,Spain,Male,45,3,105266.32,2,1,1,193724.51
9840,15607877,576,Spain,Male,26,8,0.0,2,0,1,34101.06
6124,15643359,736,Spain,Male,32,7,0.0,1,0,1,79082.62
5226,15783349,481,Spain,Male,39,1,111233.09,1,1,1,123995.15
8541,15724181,647,Spain,Male,47,5,105603.21,2,1,1,157360.9
4979,15792250,616,Germany,Female,45,4,122793.96,1,1,1,62002.04
349,15576256,582,France,Male,39,5,0.0,2,1,1,129892.93
8870,15789560,668,France,Male,42,8,187534.79,1,1,1,32900.41
3018,15811613,588,France,Female,27,8,0.0,1,1,0,20066.38
4554,15660385,592,France,Male,39,7,0.0,2,1,0,83084.33
7329,15648876,501,France,Female,34,5,0.0,1,1,0,27380.99
9175,15703413,519,France,Female,38,7,125328.56,1,1,0,188225.67
2356,15614934,625,Germany,Female,37,4,142711.81,1,1,0,35625.41
8955,15641319,518,Spain,Male,50,4,0.0,1,0,0,107112.25
6685,15606861,636,France,Male,34,8,0.0,2,1,0,38570.13
9004,15723153,708,Spain,Male,33,3,0.0,2,1,0,138613.21
3907,15658890,603,Germany,Male,46,4,98899.76,2,1,1,86190.34
7878,15760456,731,France,Female,38,10,123711.73,2,1,0,171340.68
8179,15576077,610,France,Female,27,9,159561.93,1,0,1,103381.47
2057,15679550,743,France,Male,32,9,0.0,2,1,0,175252.78
1196,15739131,718,Germany,Male,28,4,65643.3,1,1,0,28760.99
8175,15606601,561,France,Female,22,6,186788.96,2,1,0,73286.8
3781,15701042,596,Germany,Female,27,2,151027.56,1,1,0,170320.58
331,15601274,667,Spain,Female,40,1,146502.07,1,1,0,19162.89
295,15723654,773,France,Male,25,2,135903.33,1,1,0,73656.38
6581,15598744,576,Germany,Female,71,6,140273.47,1,1,1,193135.25
8096,15750772,671,France,Female,38,6,132129.72,1,0,1,76068.95
5022,15711130,734,France,Male,45,2,0.0,2,1,0,99593.28
6828,15806134,707,Germany,Male,34,9,162691.16,2,1,0,94912.78
9128,15764033,693,Germany,Female,43,1,121927.92,1,1,0,87994.95
5979,15698167,677,France,Female,24,0,148298.59,2,0,0,182913.95
1616,15665695,594,France,Female,49,4,0.0,2,1,1,23631.55
7061,15789201,603,Germany,Female,35,9,145623.36,1,1,0,163181.62
3986,15794345,706,Spain,Male,38,8,0.0,2,0,1,46635.11
9209,15570681,560,France,Male,24,1,116084.32,1,1,0,89734.7
4689,15737832,771,Spain,Male,45,0,139825.56,1,0,0,170984.97
8868,15708357,649,Spain,Female,38,8,0.0,1,1,0,103760.53
6348,15707505,699,Spain,Male,31,8,125927.51,2,1,0,147661.47
846,15608968,714,Germany,Male,21,6,86402.52,2,0,0,27330.59
4599,15624451,641,France,Female,38,3,0.0,2,1,0,116466.19
1030,15681174,730,France,Male,39,1,116537.6,1,0,0,145679.6
8267,15798737,654,France,Male,38,8,0.0,2,1,0,88659.44
1549,15584364,652,France,Male,48,4,59486.31,1,1,0,163944.18
2962,15605000,550,France,Male,38,9,140278.99,3,1,1,171457.06
895,15697000,728,Germany,Male,32,5,61825.5,1,1,1,156124.93
6608,15576000,765,France,Male,40,6,138033.55,1,1,1,67972.45
3916,15620276,539,Spain,Male,36,6,0.0,3,1,1,118959.64
5402,15745624,828,France,Male,37,4,0.0,2,1,0,94845.45
5322,15699830,721,France,Female,40,7,0.0,2,1,1,122580.48
9641,15682778,680,France,Male,34,9,0.0,2,1,1,95686.6
3507,15608166,761,France,Male,36,9,127637.92,1,1,1,81062.93
6573,15690332,647,Germany,Male,35,3,192407.97,1,1,1,40145.28
9386,15672027,717,Germany,Female,33,10,102185.42,2,1,0,23231.93
9006,15756118,661,Spain,Male,20,8,0.0,1,1,0,110252.53
7389,15676909,667,Spain,Female,34,5,0.0,2,1,0,163830.64
5871,15709920,479,France,Female,33,2,208165.53,1,0,0,50774.81
3411,15815628,711,France,Female,37,8,113899.92,1,0,0,80215.2
1758,15645544,642,Germany,Female,30,5,129753.69,1,1,0,582.53
836,15585036,694,Spain,Female,37,3,0.0,2,1,1,147012.22
1450,15676242,632,Spain,Male,31,3,136556.44,1,1,0,82152.83
9601,15797692,659,France,Female,33,7,89939.62,1,1,0,136540.09
8032,15755642,667,France,Male,34,5,0.0,2,1,1,102908.63
475,15591986,621,Germany,Male,46,6,141078.37,1,0,0,34580.8
5756,15706217,645,Germany,Male,28,7,117466.03,2,1,1,34490.06
7627,15667588,670,Spain,Female,40,3,0.0,1,1,1,182650.15
5959,15665629,719,Spain,Female,33,7,0.0,2,1,0,20016.59
3540,15646726,672,France,Male,43,5,0.0,1,0,0,63833.09
6425,15566894,793,France,Male,39,3,137817.52,1,0,0,83997.79
8042,15785352,606,France,Male,37,6,82373.94,1,0,0,172526.9
3861,15615126,780,France,Female,37,3,0.0,2,0,0,182156.81
249,15772423,739,Germany,Male,54,8,126418.14,1,1,0,134420.75
2195,15735246,798,Spain,Female,58,9,0.0,2,0,0,119071.56
3987,15726484,633,France,Male,37,7,141546.35,1,1,1,124830.11
8399,15749365,543,France,Female,34,8,0.0,2,0,1,145601.8
5831,15771270,635,France,Female,27,8,127471.56,1,1,1,152916.05
3569,15761670,695,France,Female,50,8,0.0,1,1,0,126381.6
3888,15576094,743,France,Male,71,0,0.0,2,0,1,29837.65
6988,15769451,764,France,Female,44,1,0.0,2,1,1,11467.38
7531,15642063,692,France,Male,40,6,163505.16,1,0,0,90424.09
6982,15685096,753,France,Female,50,4,0.0,2,1,1,861.4
4509,15610930,572,Germany,Female,35,1,139979.07,1,1,0,185662.84
5470,15736124,617,France,Male,25,1,102585.88,2,1,1,115387.4
9786,15609521,803,Germany,Male,34,4,142929.16,2,1,1,114869.56
9171,15660475,411,France,Female,54,9,0.0,1,0,1,76621.49
1766,15645543,636,France,Female,34,3,0.0,2,1,1,44756.25
9205,15758750,564,France,Male,31,0,110527.17,1,1,1,87060.77
9888,15697606,637,France,Female,21,10,125712.2,1,0,0,175072.47
6311,15798429,741,France,Male,29,8,0.0,2,1,1,115994.52
2687,15679148,508,France,Male,44,3,115451.05,2,0,0,67234.33
5136,15680767,717,Germany,Female,64,10,98362.35,2,1,1,21630.21
8381,15764314,550,Germany,Male,36,2,113877.23,2,1,0,174921.91
9780,15617432,816,Germany,Female,40,9,109003.26,1,1,1,79580.56
3482,15677377,543,Spain,Male,37,3,0.0,2,1,1,78915.68
4378,15771087,757,France,Female,71,0,88084.13,2,1,1,154337.47
8464,15568164,850,France,Female,34,4,71379.53,2,1,1,154000.99
1681,15746749,681,Spain,Female,32,3,0.0,2,1,1,59679.9
8098,15594391,770,France,Female,68,2,183555.24,1,0,0,159557.28
3141,15769596,710,Germany,Female,24,2,110407.44,2,0,0,15832.43
6735,15717328,842,France,Female,37,4,132446.08,2,1,0,87071.18
3311,15608226,513,Spain,Male,72,3,98903.06,1,1,1,81251.24
8805,15758546,850,Spain,Male,39,8,0.0,2,1,1,37090.44
3590,15687884,677,France,Male,37,3,88363.03,1,0,1,117946.3
4656,15654489,843,France,Female,38,8,134887.53,1,1,1,10804.04
6117,15674928,850,Spain,Male,37,2,0.0,2,1,0,119969.99
9879,15669414,486,Germany,Male,62,9,118356.89,2,1,0,168034.83
7837,15678497,850,Spain,Male,48,2,0.0,1,1,0,169425.3
5128,15726250,508,France,Female,38,3,166328.65,2,0,1,22614.19
9432,15574142,458,Germany,Female,28,2,171932.26,2,1,1,9578.24
5348,15720511,547,Germany,Male,41,3,151191.31,1,1,0,175295.89
2491,15764174,612,Spain,Female,26,4,0.0,2,1,1,179780.74
6510,15643916,619,Spain,Male,46,8,62400.48,1,1,1,132498.39
5974,15809279,773,France,Male,45,8,96877.21,1,1,1,113950.51
7522,15729718,610,France,Male,41,6,0.0,3,0,0,56118.81
5954,15811947,850,France,Male,33,0,124781.67,1,0,1,33700.52
2877,15617866,657,Spain,Male,67,5,119785.47,2,1,1,107534.32
3806,15740383,594,Spain,Female,38,10,0.0,2,1,0,58332.91
719,15653780,621,France,Female,43,5,0.0,1,1,1,47578.45
9367,15785024,629,France,Female,40,9,137409.19,1,1,0,175877.7
7130,15801473,599,Germany,Male,33,2,51949.95,2,1,0,85045.92
5779,15723950,684,Spain,Male,40,2,70291.02,1,1,1,115468.84
269,15799217,791,Germany,Female,35,7,52436.2,1,1,0,161051.75
1279,15634896,521,France,Female,39,6,0.0,2,0,1,27375.15
9087,15791316,714,France,Male,35,3,0.0,2,1,1,95623.28
3936,15761102,707,Spain,Female,32,4,132835.56,1,0,0,136877.24
6972,15706232,595,France,Male,52,9,0.0,1,1,1,106340.66
1521,15591130,507,Spain,Female,29,6,0.0,2,0,1,94780.9
6896,15649086,596,France,Male,42,7,0.0,2,1,1,121568.37
4041,15742504,593,France,Male,36,2,70181.48,2,1,0,80608.12
4446,15634815,701,France,Female,37,3,0.0,2,1,1,164268.28
5599,15635870,579,Germany,Female,50,5,117721.02,1,0,1,192146.63
6793,15611669,623,Germany,Male,50,7,126608.37,1,0,1,645.61
1407,15600821,721,France,Male,69,2,108424.19,1,1,1,178418.35
4660,15724632,537,France,Female,41,0,0.0,2,0,1,175262.49
5145,15680597,784,Germany,Male,38,1,138515.02,1,1,1,171768.76
7248,15736510,605,Spain,Female,57,2,0.0,3,1,0,66652.75
7017,15767729,646,Spain,Male,25,5,182876.88,2,1,1,42537.59
8092,15663770,802,France,Male,38,1,142557.11,1,1,1,172497.73
177,15790355,606,Germany,Male,36,5,190479.48,2,0,0,179351.89
4182,15577587,550,Germany,Male,52,5,121016.23,1,1,1,41730.37
3942,15786167,649,Spain,Male,20,5,0.0,2,1,1,58309.54
447,15644572,501,France,Male,40,4,125832.2,1,1,1,100433.83
6956,15696605,571,France,Male,49,4,180614.04,1,0,0,523.0
1493,15686963,680,Spain,Female,30,3,0.0,1,1,0,160131.58
6499,15702561,782,France,Male,32,9,0.0,1,1,1,87566.97
4632,15740557,753,France,Female,43,5,0.0,2,1,0,109881.71
1390,15727281,653,France,Female,27,9,0.0,2,1,0,96429.29
9101,15660980,597,Spain,Male,38,6,115702.67,2,1,1,25059.05
965,15602084,663,France,Female,42,5,124626.07,1,1,1,78004.5
3910,15698716,620,France,Female,70,3,87926.24,2,1,0,33350.26
2084,15668669,423,France,Female,36,5,97665.61,1,1,0,118372.55
3660,15736431,494,Spain,Male,27,2,0.0,2,1,0,22404.64
366,15633537,540,Germany,Female,42,9,87271.41,2,1,0,172572.64
8234,15677796,766,Germany,Male,47,9,129289.98,1,1,0,169935.46
7789,15621466,606,Germany,Male,38,3,99897.53,1,0,0,37054.65
3657,15602124,731,France,Male,30,7,0.0,2,1,1,184581.68
9821,15629793,652,Spain,Male,28,8,156823.7,2,1,0,198251.52
9424,15666200,689,France,Female,40,1,0.0,2,1,1,119446.64
4132,15737571,540,Spain,Female,28,6,84121.04,1,0,1,80698.54
9823,15622658,551,France,Female,26,2,144258.52,1,1,0,49778.79
3455,15580988,842,France,Male,29,8,0.0,2,1,1,123437.05
6495,15640852,617,Germany,Female,39,5,83348.89,3,1,0,7953.62
8533,15768566,706,France,Male,34,8,0.0,2,1,1,37479.97
6728,15715208,804,Germany,Female,33,10,138335.96,1,1,1,80483.76
3025,15745232,759,France,Female,39,6,0.0,2,1,1,140497.67
5946,15683118,590,France,Male,32,9,0.0,2,1,0,138889.15
195,15594815,807,France,Male,35,3,174790.15,1,1,1,600.36
9832,15814690,595,Germany,Female,64,2,105736.32,1,1,1,89935.73
9119,15576065,731,Spain,Female,40,5,171325.98,1,1,1,159718.27
1265,15662291,534,France,Female,55,8,116973.26,3,1,0,122066.5
7111,15572390,850,Spain,Female,39,6,0.0,2,1,0,103921.43
4093,15798470,764,Spain,Female,48,1,75990.97,1,1,0,158323.81
6305,15732563,726,Germany,Female,33,7,99046.31,2,1,1,56053.06
8909,15705085,670,Spain,Female,29,9,0.0,2,1,0,27359.19
691,15688251,767,France,Male,43,1,76408.85,2,1,0,77837.63
4966,15682070,611,France,Male,64,9,0.0,2,1,1,53277.15
8247,15637366,505,Germany,Female,25,5,114268.85,2,1,1,126728.27
8182,15774402,562,Spain,Male,36,5,0.0,1,0,1,182843.24
7973,15656005,592,Germany,Male,31,7,124593.23,1,1,0,86079.67
8076,15590349,732,France,Female,36,9,0.0,1,0,0,3749.0
9620,15620557,561,Spain,Male,37,4,101470.29,1,0,1,88838.14
1670,15716994,559,Spain,Male,24,3,114739.92,1,1,0,85891.02
7558,15642098,622,Spain,Female,36,0,108960.0,2,1,0,111180.3
6353,15676353,598,France,Male,35,8,114212.6,1,1,1,74322.85
294,15785819,681,France,Male,38,3,0.0,2,1,1,112491.96
9969,15806360,609,France,Male,41,6,0.0,1,0,1,112585.19
8755,15697510,707,Spain,Female,52,7,0.0,1,1,0,109688.82
7821,15686588,777,France,Female,28,2,134571.5,1,0,1,118313.38
1093,15624347,651,France,Male,40,4,0.0,2,1,1,147715.83
9724,15804295,485,France,Male,41,2,100254.76,2,1,1,12706.67
5279,15731330,652,Spain,Female,40,7,100471.34,1,1,1,124550.88
8654,15573730,586,Germany,Male,42,6,126704.49,2,1,0,41682.3
6433,15574369,415,Spain,Male,53,5,167259.44,1,1,1,22357.25
8497,15649359,587,France,Male,36,1,0.0,2,0,1,17135.6
4275,15763895,536,France,Male,32,7,178011.5,2,1,0,22375.14
4685,15646490,537,Spain,Male,42,1,190569.23,1,0,1,127154.8
8358,15717286,675,Spain,Female,40,8,79035.95,1,1,0,142783.98
8542,15647546,688,Germany,Female,40,8,150679.71,2,0,1,196226.38
1817,15804075,628,Germany,Female,36,3,91286.51,1,1,0,63085.94
8890,15788723,599,Germany,Female,49,10,143888.22,2,1,1,166236.38
5970,15634295,470,France,Male,35,1,96473.59,1,0,0,5962.3
2504,15625942,619,Spain,Female,45,0,0.0,2,0,0,113645.4
7758,15684358,711,France,Male,41,3,0.0,2,1,1,193747.57
6190,15613923,581,Spain,Female,43,4,170172.9,1,0,1,100236.02
3075,15594577,556,France,Male,35,10,0.0,2,1,1,192751.18
786,15605284,688,France,Male,26,1,0.0,2,1,1,104435.94
7435,15647898,610,Spain,Female,50,5,130554.51,3,1,0,184758.17
8970,15636105,758,Spain,Male,61,2,0.0,2,1,1,43982.41
9126,15666095,753,Spain,Male,51,4,79811.72,2,0,1,68260.27
1170,15590820,699,Spain,Male,26,6,79932.41,1,0,0,150242.44
7754,15692291,563,Spain,Female,42,6,99056.22,2,1,0,154347.95
4719,15583580,566,Germany,Female,35,1,123042.0,1,1,0,66245.44
7933,15616088,782,France,Female,70,7,97072.42,1,0,1,131177.22
8728,15711687,434,France,Male,41,4,108128.52,1,0,1,56784.11
7347,15811742,553,Spain,Male,42,7,0.0,2,1,0,7680.23
4346,15585853,743,Spain,Male,41,7,0.0,1,1,0,163736.09
3749,15675360,427,France,Male,33,8,0.0,1,1,1,13858.95
5227,15725767,701,France,Male,23,3,0.0,2,1,0,38960.59
6634,15575399,480,France,Female,42,1,152160.21,2,1,0,101778.9
6138,15717984,477,France,Male,47,9,144900.58,1,1,0,61315.37
251,15753754,587,Spain,Female,34,1,0.0,2,1,1,97932.68
3762,15643042,590,Germany,Female,40,2,117641.43,2,0,0,92198.05
4171,15748481,564,France,Female,27,6,0.0,1,0,0,7819.76
3912,15655590,581,Spain,Male,46,2,79385.21,2,0,0,188492.82
3931,15774133,706,France,Female,35,8,178032.53,1,0,1,42181.68
7240,15591552,600,France,Female,32,7,98877.95,1,1,0,132973.21
7415,15635598,812,France,Male,29,6,0.0,2,0,0,168023.6
8763,15665159,727,France,Male,61,0,128213.96,2,1,1,188729.08
7010,15585892,639,France,Female,35,8,0.0,1,0,0,164453.98
2321,15749019,545,Germany,Male,45,6,93796.42,2,1,1,162321.26
9389,15756954,538,France,Female,32,2,0.0,1,1,1,80130.54
3799,15655341,458,Spain,Female,35,5,166492.48,1,1,0,135287.74
6422,15595037,772,France,Male,47,9,152347.01,1,0,1,17671.78
351,15593365,762,Spain,Male,39,2,81273.13,1,1,1,18719.67
816,15734565,696,France,Male,29,8,0.0,2,1,0,191166.09
2305,15576945,582,France,Male,29,0,0.0,1,1,0,142516.35
3820,15763148,576,France,Male,39,9,84719.98,1,0,0,191063.36
7787,15675963,627,France,Female,57,9,0.0,2,1,1,107712.42
9110,15727391,688,Germany,Male,29,9,144553.5,2,1,0,143454.95
8618,15574115,656,Spain,Female,41,6,101179.23,2,1,1,35230.61
4070,15611551,676,Spain,Male,48,1,131659.59,2,0,1,14152.15
7444,15605276,742,France,Female,29,4,0.0,2,1,1,180066.59
8377,15567147,802,Spain,Male,40,4,0.0,2,1,1,81908.09
5186,15722425,639,France,Male,32,9,0.0,2,1,0,111340.36
9985,15586914,659,France,Male,36,6,123841.49,2,1,0,96833.0
8459,15760063,595,Spain,Male,23,7,0.0,2,1,1,168085.97
667,15575024,503,France,Male,29,3,0.0,2,1,1,143954.99
5093,15787255,650,Germany,Female,55,2,140891.46,3,1,1,179834.45
7164,15713983,780,Germany,Male,34,5,94108.54,2,1,0,177235.21
7246,15728010,485,France,Male,37,5,0.0,2,0,1,170226.47
5537,15735346,527,Germany,Female,41,10,136733.24,1,1,1,57589.29
7074,15752139,682,Germany,Male,36,5,72373.62,2,1,0,36895.99
9784,15687626,527,France,Male,39,4,0.0,2,1,0,167183.07
4667,15596870,749,Germany,Male,54,3,144768.94,1,1,0,93336.3
9298,15648047,742,Germany,Male,27,5,190125.43,2,0,0,21793.59
7358,15797767,600,France,Female,49,6,0.0,1,0,1,148087.88
4087,15659962,637,France,Male,60,3,0.0,2,1,1,70174.03
5012,15703106,575,France,Male,40,5,0.0,2,1,1,122488.59
448,15694860,675,France,Female,38,6,68065.8,1,0,0,138777.0
7836,15780492,648,France,Male,42,4,0.0,2,1,0,19283.14
874,15674840,645,France,Female,38,5,101430.3,2,0,1,4400.32
9249,15795747,787,Spain,Female,39,7,171646.76,1,0,1,100791.36
2558,15727021,727,Germany,Female,30,8,119027.28,2,1,1,137903.54
4441,15628279,624,France,Female,38,3,0.0,2,1,1,163666.85
4423,15739857,785,France,Female,40,3,0.0,2,1,1,96832.82
3167,15583137,637,France,Female,48,7,130806.99,2,1,1,132005.85
9875,15747130,521,France,Male,39,7,0.0,2,0,1,653.58
4991,15701175,493,France,Female,33,8,90791.69,1,1,1,59659.53
3795,15581102,554,France,Female,22,8,0.0,2,0,1,142670.61
2033,15679909,665,Spain,Male,41,8,0.0,2,1,0,132152.32
4576,15770984,697,Spain,Female,40,7,130334.35,2,0,1,116951.1
6057,15643392,742,France,Male,31,4,105239.1,1,1,1,19700.24
9374,15632538,658,Spain,Female,32,5,145553.07,1,1,1,31484.76
2620,15685300,603,France,Male,35,6,128993.76,2,1,0,130483.56
4432,15751193,621,Spain,Male,33,4,0.0,2,1,1,40299.23
7206,15770995,753,Germany,Female,47,1,131160.85,1,1,0,197444.69
4712,15618774,474,France,Male,54,3,0.0,1,1,0,108409.17
855,15686436,523,Spain,Male,32,4,0.0,2,1,0,167848.02
5976,15807163,537,France,Female,38,10,0.0,1,0,0,52337.97
9191,15764708,572,France,Male,30,6,117696.67,1,1,0,100843.82
9788,15571756,724,France,Female,28,5,0.0,1,1,0,59351.68
3551,15580629,604,France,Male,31,6,134837.58,1,1,0,192029.19
9167,15645353,607,France,Male,26,1,0.0,1,1,0,29818.2
5709,15606158,644,France,Female,39,9,0.0,1,1,0,3740.93
5394,15668853,637,Spain,Female,44,0,157622.58,1,1,1,120454.2
3829,15744200,587,France,Female,36,1,70784.27,1,1,0,30579.82
2658,15815490,670,Germany,Male,40,2,164948.98,3,0,0,177028.0
4125,15633378,692,Spain,Female,49,9,0.0,2,1,0,178342.63
6153,15619537,550,France,Male,31,5,142200.19,2,1,1,122221.71
8233,15589019,633,Spain,Female,33,4,92855.02,1,1,1,159813.18
2827,15584190,704,France,Male,36,7,120026.98,2,0,1,100601.73
4760,15713949,850,France,Male,40,1,76914.21,1,1,0,174183.44
4642,15657449,446,Germany,Male,25,3,136202.78,1,1,0,176743.51
6065,15674720,691,Germany,Female,37,7,123067.63,1,1,1,98162.44
6954,15799042,611,France,Male,38,7,0.0,1,1,1,63202.0
423,15622834,678,France,Female,35,4,0.0,1,1,0,125518.32
4905,15627999,590,Spain,Male,30,3,0.0,2,1,0,83090.35
5304,15671345,531,Spain,Female,42,6,75302.85,2,0,0,57034.35
1653,15633233,500,France,Male,56,1,100374.58,1,1,0,118490.8
2047,15814536,549,France,Male,37,2,112541.54,2,0,0,47432.43
7609,15796787,681,France,Male,46,0,105969.42,1,1,0,5771.56
9442,15606552,741,France,Male,37,9,105261.76,2,1,1,149503.54
9521,15660636,540,Spain,Female,40,8,0.0,2,1,0,3560.0
483,15578186,486,Germany,Male,37,9,115217.99,2,1,0,144995.33
1433,15585282,755,France,Male,62,1,127706.33,2,0,1,142377.69
8502,15574858,530,France,Male,37,8,0.0,2,1,1,287.99
8079,15766552,643,France,Male,37,6,0.0,2,0,0,142454.77
4662,15749528,652,Spain,Male,58,6,0.0,2,0,1,170025.43
5657,15763381,496,France,Male,30,0,90963.49,1,0,1,27802.0
2286,15640161,618,Germany,Male,44,5,157955.83,2,0,0,139297.71
8039,15773520,672,France,Female,43,4,92599.55,2,1,1,167336.78
7300,15788224,669,Germany,Male,45,1,123949.75,1,0,0,110881.56
1455,15784280,686,Germany,Male,35,2,109342.82,2,0,1,86043.27
4317,15592194,492,France,Female,28,9,0.0,2,1,0,95957.09
9242,15630704,612,Germany,Male,32,9,106520.73,2,1,0,177092.16
3022,15678168,648,Spain,Female,27,7,0.0,2,1,1,163060.43
4830,15620758,660,Spain,Male,30,4,0.0,2,1,0,129149.06
5803,15672053,526,Spain,Male,38,2,0.0,2,0,0,58010.98
3990,15778752,708,France,Male,32,10,86614.06,2,1,1,172129.26
1262,15747591,665,Spain,Female,40,1,173432.55,1,0,1,116766.79
1527,15668058,661,Germany,Male,35,8,124098.54,1,1,0,86678.48
2965,15654574,499,Germany,Male,36,5,131142.53,2,1,0,174918.46
7235,15629750,697,France,Male,35,5,133087.76,1,1,0,64771.61
3431,15688193,468,France,Male,36,3,61636.97,1,0,0,107787.42
6811,15771222,779,France,Female,42,5,0.0,2,0,0,25951.91
3153,15750056,702,France,Female,29,6,149218.39,1,1,1,9633.01
6358,15730418,652,France,Female,32,2,0.0,2,1,0,54628.11
7651,15776921,431,Germany,Male,45,5,83624.55,2,0,0,36899.62
3240,15717560,580,France,Male,50,0,125647.36,1,1,0,57541.08
9755,15804009,806,Germany,Male,36,8,167983.17,2,1,1,106714.28
3610,15711716,580,France,Female,56,1,131368.3,1,1,0,106918.67
4845,15642997,655,France,Female,36,2,147149.59,1,1,1,87816.86
4371,15714391,563,France,Female,35,2,183572.84,1,1,1,66006.75
1522,15720662,787,France,Female,35,1,106266.8,1,1,1,16607.15
6675,15724663,654,Spain,Female,36,5,0.0,2,0,0,157238.05
7439,15812918,432,France,Female,27,6,62339.81,2,0,0,53874.67
759,15625944,664,France,Male,58,5,98668.18,1,1,1,60887.58
5452,15798256,558,France,Female,45,1,153697.53,2,0,0,89891.4
8580,15801915,529,France,Female,31,6,152310.55,1,1,0,13054.25
5820,15717231,721,Germany,Male,37,4,98459.6,1,0,0,90821.66
5683,15651664,615,France,Female,61,1,104267.7,1,1,0,62845.64
4605,15585599,530,France,Female,34,8,0.0,2,0,1,141872.52
5607,15771728,641,Germany,Male,41,7,104405.54,3,1,0,17384.21
4267,15609319,711,France,Female,41,3,145754.91,1,1,1,101455.07
6804,15787884,692,France,Female,30,7,0.0,2,1,1,18826.34
4898,15722122,544,France,Female,40,7,0.0,1,0,1,161076.92
9221,15576216,655,Germany,Female,37,4,108862.76,1,1,0,79555.08
354,15625461,613,France,Female,45,1,187841.99,2,1,1,147224.27
8345,15763898,568,Spain,Female,46,3,0.0,2,1,1,29372.62
861,15809100,548,France,Female,32,2,172448.77,1,1,0,188083.77
1010,15799811,724,France,Male,40,10,0.0,1,1,0,127847.25
6903,15566891,584,Germany,Female,41,3,88594.93,1,1,0,178997.89
6967,15644934,466,France,Male,26,9,105522.06,1,1,0,10842.46
2523,15742269,756,France,Female,24,1,0.0,2,1,0,184182.25
5352,15675749,695,France,Female,23,1,0.0,2,1,1,141756.32
2593,15755223,692,Germany,Male,53,7,150926.99,2,0,0,119817.19
5589,15588372,715,Germany,Female,37,9,105489.31,1,0,0,143096.49
9774,15739692,679,France,Male,42,1,0.0,2,0,0,71823.15
8552,15749345,468,France,Female,22,1,76318.64,1,1,1,194783.12
2545,15687130,686,France,Female,43,0,0.0,1,1,1,170072.9
75,15780961,735,France,Female,21,1,178718.19,2,1,0,22388.0
73,15779052,604,Germany,Female,25,5,157780.84,2,1,1,58426.81
7620,15629133,579,France,Female,27,9,0.0,2,1,0,126838.7
5096,15758692,669,France,Female,29,7,146011.4,1,0,0,50249.16
1531,15715031,600,France,Female,28,6,0.0,2,0,1,52193.23
9198,15670266,499,France,Female,28,4,141792.61,1,1,1,22001.91
5523,15625586,717,France,Male,35,4,0.0,1,1,1,167573.06
1864,15805312,607,France,Male,45,7,123859.6,1,0,1,113051.57
4992,15783019,794,France,Female,62,9,123681.32,3,1,0,173586.63
4807,15753248,611,France,Male,28,2,0.0,2,0,0,25395.83
4581,15746127,572,France,Female,47,2,0.0,2,1,0,36099.7
7970,15577398,850,France,Male,30,6,86449.39,1,1,1,188809.23
8852,15752097,708,Spain,Male,38,8,99640.89,1,1,0,12429.22
9481,15613787,505,Spain,Male,35,8,116932.59,1,1,0,91092.84
8891,15790489,534,Spain,Male,34,5,170600.78,1,0,1,5240.53
6320,15673599,618,Spain,Male,32,5,133476.09,1,0,1,154843.4
1976,15694192,598,Spain,Female,38,6,0.0,2,0,0,173783.38
2720,15806688,726,Spain,Female,56,8,123110.9,3,0,1,130113.78
2264,15812945,582,France,Female,29,0,0.0,1,1,1,84012.81
4912,15792228,748,France,Male,60,0,152335.7,1,1,0,126743.33
3877,15753847,645,Spain,Male,45,4,0.0,1,0,1,174916.85
519,15745417,707,France,Male,58,6,89685.92,1,0,1,126471.13
